KLM	-4.5304902931	55.6372064235
DNL	-4.53238871347	55.7118784002
CMN	-4.30596082069	51.8533508838
MIN	-4.53335786832	55.8251102442
STT	-4.51805744184	55.6821523627
RAN	-4.57686952272	56.6860444262
KMK	-4.49868467175	55.612116118
GSL	-4.21940547768	50.5160804475
BPC	-4.33872144495	52.9028816937
STS	-4.20911251997	50.407354921
JHN	-4.50363717162	55.8347072024
CSK	-4.20898746589	50.4977954544
BPT	-4.50048638028	55.9022625048
BAS	-4.20035440634	50.4855919019
BWG	-4.49384144038	55.9310779298
SBV	-4.18740312769	50.4020089448
SBF	-4.18681174848	50.4013904616
PBY	-4.24784105942	51.6835258482
KEY	-4.17959912432	50.3898781581
BFE	-4.18143415938	50.4512752081
DOC	-4.1758976386	50.3821673378
DPT	-4.17070979421	50.3785316439
KPT	-4.45341187398	55.9246999169
PYJ	-4.44244286055	55.8521162815
PLY	-4.14332039371	50.3778255945
NEI	-4.42695217063	55.7830362262
PCN	-4.42411730112	55.8400755823
PYG	-4.42450629617	55.8473480952
DMR	-4.42668081053	55.9119277827
CCC	-4.23751184652	52.9184088588
SIN	-4.40548597133	55.9076701716
CYK	-4.40441378996	55.9006896587
BRR	-4.39728318515	55.8037515084
HKH	-4.39885077941	55.8421888844
LLE	-4.16130341765	51.6738649851
YOK	-4.38628655893	55.8925850202
DMY	-4.38547216555	55.9045904245
HLW	-4.37157992957	55.8560196983
BEL	-4.46986569412	57.4782811664
CKT	-4.36467488885	55.8423115447
GRS	-4.36500442845	55.8876931366
NIT	-4.35995859428	55.8119336958
DMC	-4.36287875042	55.9048105372
LPG	-4.20921526638	53.2209434278
HLE	-4.35501015524	55.8541810254
MOO	-4.46023288437	57.5178462093
SCH	-4.35288770918	55.8851392447
MPK	-4.34829246747	55.8408279318
PTL	-4.34289455539	55.8121702426
CDO	-4.34069238123	55.8525669273
PTT	-4.33529831069	55.7906094568
CKH	-4.33429242228	55.8374994138
CBD	-4.4404052346	57.5617500816
WES	-4.33487996377	55.9048056033
BRN	-4.33202004959	55.9171278605
KNS	-4.32524607907	55.813314242
JOR	-4.32491778336	55.8827049882
ANL	-4.32195675153	55.8893487972
BYE	-4.09888066603	51.6720300133
AUK	-4.29534910967	55.4702717653
HLF	-4.32027407587	55.9200910065
THB	-4.31170704303	55.8110979944
WCR	-4.31015659272	55.7903207145
HYN	-4.31466834717	55.8797525725
DIN	-4.42219872429	57.5942339826
MLN	-4.31458030614	55.9413637673
BNP	-4.06311678681	51.0739678215
PTK	-4.30880622567	55.8698865167
KVD	-4.30957250145	55.8935543455
PWW	-4.30160549427	55.8238252762
DUM	-4.30123895592	55.8446474094
MYH	-4.30074499961	55.8976292658
TNF	-4.12369786244	52.6135402404
GFN	-4.29301412421	55.8039883971
LLH	-4.07892931819	51.6911344694
WLM	-4.29033442815	55.7936846281
SHL	-4.29234301211	55.8292111249
PTM	-4.13444626679	52.9309154514
MAX	-4.28869178484	55.8377274568
SUM	-4.29153843573	55.8988345923
PWE	-4.28688506934	55.824639223
CMY	-4.28431731844	55.8339441472
LDN	-4.12385662749	52.8361601524
PMG	-4.12681810976	52.924039345
EXG	-4.28358865921	55.8615494236
GSC	-4.28268437714	55.8973364448
CKS	-4.27564368736	55.7893469015
LGS	-4.27733997912	55.8211314983
BNG	-4.13587986089	53.2222809531
MUI	-4.27439165331	55.8094573148
PLW	-4.27575332792	55.8376979575
CUA	-4.40427054369	57.9195116872
PES	-4.11215964647	52.8307045725
LBR	-4.11019734225	52.8208493095
AND	-4.27097896661	55.8598954905
INH	-4.39947775529	57.9248677422
PLE	-4.26860276011	55.8410655864
CHC	-4.26981987716	55.8646802529
CPN	-4.02472181797	51.0165335064
HRL	-4.10919041028	52.8613269406
QPK	-4.26674988199	55.8353028086
DYF	-4.10464357197	52.7888497693
BUS	-4.26220067163	55.7803379104
TYW	-4.09355910162	52.5855744323
LRG	-4.39988873434	58.0018279379
MFL	-4.26113145746	55.8265535546
CCT	-4.26053599317	55.8176668621
AYW	-4.08189345443	52.4140432918
TLB	-4.0965963397	52.7726284782
GCL	-4.25849162302	55.8586784141
COI	-4.25681120487	55.8332836786
PTD	-4.04554328906	51.7176191455
GLC	-4.25764321306	55.8597545093
PPK	-4.25851259219	55.8901430822
THT	-4.25116208256	55.7686770722
LLW	-4.08767888951	52.6667798269
GLQ	-4.25145579094	55.8621866755
AGS	-4.25069380826	55.8573024603
OKE	-3.99621482991	50.7323787251
GWN	-4.0359344847	51.6487237819
GQL	-4.25064992201	55.8623452213
KGP	-4.24651687034	55.8195415905
ASF	-4.24921403983	55.8889203357
LLA	-4.07717566937	52.7415013621
HST	-4.24011788522	55.859562626
MFF	-4.08496537488	52.9261301215
MFD	-4.08420916671	52.9258736678
ARD	-4.36208912751	57.8814510453
TYG	-4.07865463799	52.8937835519
CFF	-4.22832456825	55.8182549333
SPR	-4.23053418812	55.8819356284
AVY	-4.05706700032	52.5439549491
BDG	-4.22605620402	55.8489611195
HMY	-4.22001075054	55.7619640614
BLG	-4.22437385823	55.8567027434
BRH	-4.05017612351	52.4910253444
UMB	-3.98288686169	50.9967464453
BBG	-4.22491467481	55.903876621
TAL	-4.06815457758	52.9043064688
BNL	-4.22300480233	55.877488331
BRM	-4.05659568238	52.7228889252
DAK	-4.21770852312	55.8420837824
PRH	-4.06456242931	52.9288241775
RUT	-4.21210404106	55.8305909873
DST	-4.21304751993	55.8584348933
FRB	-4.04941330884	52.6960399314
AXP	-4.21064793355	55.8631694403
NCK	-4.18434072832	55.4027380801
LLC	-4.0570346086	52.9206832063
LLI	-4.00364720236	51.8210337857
BUI	-4.20238930308	55.8169248026
PHG	-4.03502514652	52.5456847978
PTF	-3.99742937344	51.7788758728
AMF	-3.99673482302	51.7959730446
SMC	-3.94889098446	50.7700986216
MFA	-4.03216944151	52.7071262539
FFA	-3.99285934465	51.872472783
PMA	-3.95057940591	50.9570003643
EKL	-4.18022693683	55.7660019195
LLL	-3.98688973934	51.8853426589
DLW	-4.24619835959	56.9351682699
CAY	-4.17857212834	55.8548712097
CBL	-4.17300834454	55.8196045928
KKH	-4.16710459461	55.8139119801
IVY	-3.90420406866	50.393410443
SLS	-4.16004355464	55.8535353357
CML	-4.1581801208	55.8343353067
TYB	-4.01151528786	52.9543691451
LNZ	-4.15389036208	55.9213168272
SWA	-3.94154598686	51.6251441359
ASS	-4.2497162108	57.6943927579
SPS	-4.14080746778	55.8901349339
KGN	-3.90541063832	50.9360723696
NTN	-4.13305468913	55.8187764321
MTV	-4.13366910776	55.8402003047
INV	-4.22336094709	57.4798684867
GAR	-4.12946040175	55.8552369292
BIO	-4.11369832995	55.8444995175
LLF	-3.98320253315	53.2572857096
EST	-4.10717630803	55.8597547631
EGG	-3.87474505462	50.8877349965
BLT	-4.08697067433	55.7973241234
UDD	-4.08669757579	55.823526303
DVY	-3.9239020753	52.5643571968
LAS	-3.88468516909	51.6615009095
LLG	-3.89314696545	51.9402113731
BFF	-3.9385948663	52.9945467422
GRH	-4.07949406106	55.8856591861
BGI	-4.07380728362	55.8512898167
IGD	-4.17484030114	57.6890171507
HNW	-4.05480807709	55.7788582781
RMB	-3.92164788612	53.0444137134
LNR	-3.8716738037	51.9625850603
NWR	-4.11910876948	57.0591441978
PMW	-3.92351077518	53.2704638138
KWD	-4.04839818818	55.8541870098
HNC	-4.03888476146	55.7731920335
BAI	-4.04329024492	55.866449342
SKE	-3.84650863849	51.661388192
ROG	-4.1581848768	57.9887111355
LAP	-3.81063876531	50.8570008477
CBC	-4.03189670031	55.8625040326
CRO	-4.03597589184	55.9556758656
CBS	-4.02828703292	55.8668324031
BLH	-4.02449901693	55.8170619861
KRK	-3.99850021175	55.3883018227
WFF	-4.01865507537	55.853690138
DWD	-3.88513210483	53.0520107448
BNF	-3.81925218817	51.6378942823
CTE	-4.00467431159	55.7652172614
MCN	-3.85452738946	52.5951350081
COA	-4.0049843153	55.8643385472
BAJ	-3.81113569682	51.6155390627
MRD	-3.77636575407	50.8318966997
AIR	-3.99419237543	55.7828316265
MTH	-3.99432525138	55.7916726684
NTH	-3.80721890913	51.6623592677
PYP	-3.86272052609	53.0651302485
GRL	-3.99309994854	55.9352311356
KIN	-4.05219213064	57.0777803287
MEY	-3.9782534445	55.7487050345
ADR	-3.98291199867	55.8639773252
LRH	-3.97551157819	55.7385938425
LLV	-3.80282879827	51.9953107913
HLY	-3.97392884784	55.8128965502
CUB	-3.98033426675	55.942024373
COP	-3.75157165233	50.8144648191
PTA	-3.78131421418	51.5917163096
SDM	-3.95698978961	55.7774893385
CRF	-3.95625360892	55.8073375938
DGY	-3.83338624449	53.2947458339
CNW	-3.83052414314	53.2801000964
DBL	-3.96548592496	56.1858882299
SQH	-3.92451925392	55.3701661402
DRU	-3.9488820355	55.8673519301
TAI	-4.05204904938	57.8144182337
DLG	-3.82263606421	53.1863463753
YEO	-3.72711907631	50.7769224404
LLD	-3.82700111108	53.3209148542
BEA	-3.95722844742	56.1566336823
TLC	-3.81826306697	53.2283611499
WSH	-3.92642479377	55.7720409696
LLJ	-3.80910179007	53.2839422259
BYC	-3.80086127808	53.0920648313
NLR	-3.80272731203	53.1438202772
STG	-3.93561947034	56.1198152951
LWR	-3.79440098635	53.138848647
TOT	-3.68869231396	50.4358632814
GCW	-3.79772734132	53.2674198602
CYN	-3.74821050771	52.0514961519
CEA	-3.91024393413	55.8046461516
FRN	-3.99393561792	57.7781409848
CAC	-3.8877110254	55.8879415075
PYL	-3.69805216559	51.5257336154
GOL	-3.98721484004	57.9714632043
CLU	-3.84892478004	55.7312634111
CDI	-3.64677751837	50.7833009672
SUG	-3.68694875597	52.0822682621
HTW	-3.83932181518	55.8114792154
DNO	-3.94892079641	57.9855321851
CWB	-3.72541651759	53.2963572286
MST	-3.65464553821	51.6099366607
MEW	-3.64899087342	51.6053403361
LBT	-3.83058061813	56.0227026392
KBC	-3.94120786502	58.258311362
GMG	-3.64144991016	51.5964539098
NTA	-3.59916675474	50.5295838085
CMO	-3.8176051048	56.0060901044
BLA	-3.85022790038	56.7655445622
SHS	-3.79831909379	55.8186459992
NTC	-3.58938893269	50.7789262073
NRN	-3.87199998648	57.5802442233
FKK	-3.79224405217	55.9918136937
LNW	-3.63216329921	52.1047092255
LNK	-3.77329016367	55.6736059086
FKG	-3.78504604845	56.0026118588
ALO	-3.79005556394	56.1177877358
PGN	-3.56487566981	50.4347169261
FRS	-3.89688019912	58.3568979623
TDU	-3.59554942195	51.5473604601
AVM	-3.82886711994	57.1885104128
SRR	-3.58991169744	51.5387146
CAG	-3.82820275592	57.2794999466
KIL	-3.86910602541	58.1708081404
TRR	-3.54641587019	50.4731870378
WMI	-3.57963260257	51.5208691144
TQY	-3.54327521182	50.4611322382
BKR	-3.75079661232	55.8842499237
BRA	-3.85228280705	58.0129488898
BGN	-3.57527563434	51.5069718181
EXD	-3.54328612976	50.7292731622
EXT	-3.53883625101	50.7171460637
EXC	-3.53327636137	50.7264824434
FLD	-3.71931855692	55.8224719466
SJP	-3.52199368808	50.7311539392
GLE	-3.73116788091	56.2748481036
PMT	-3.71497287645	55.9847355754
LLM	-3.55481652526	52.1142967414
PIT	-3.73557020376	56.7024996379
TRB	-3.5363024317	51.6722414349
ARM	-3.69541254486	55.8857082879
POL	-3.50194711182	50.7312790717
TGM	-3.49466272465	50.5480603991
AGL	-3.5826219385	53.294571418
YNW	-3.52159677915	51.6649696168
CRS	-3.66847319742	55.69104486
GTH	-3.52990705521	52.1332346575
BRC	-3.66812508288	55.8273107795
TRY	-3.50573377433	51.657530981
PCD	-3.5004789646	51.5246062206
DIG	-3.47356039217	50.7139876278
NCO	-3.4727841516	50.7050401393
DWL	-3.46462516589	50.5808187068
PIN	-3.46933288659	50.7377831721
TOP	-3.46442263066	50.6862146392
SBS	-3.59114993218	54.4925303251
LWM	-3.48161713266	51.4097460621
TPN	-3.48618729571	51.6477990047
WTH	-3.58693307249	54.5530299968
DMF	-3.60430322173	55.0725546176
SCS	-3.44770417937	50.6277960306
CKL	-3.58216399854	54.5416777825
BHG	-3.63609601918	55.8971507349
PRN	-3.58080020629	54.5703671295
DWW	-3.44356143884	50.5987088627
EXN	-3.44409615634	50.6683018558
LYC	-3.44083966246	50.6622357137
NRT	-3.56583761492	54.4564144742
YSR	-3.46668455518	51.6436382425
LYM	-3.43100656258	50.6482913537
HRR	-3.56551460791	54.6134829541
ADW	-3.60652636179	55.8434074735
LLY	-3.45351340126	51.6340008776
WKG	-3.55850026854	54.6450936966
TNP	-3.44886918387	51.6197611325
CBK	-3.42041530837	50.750089634
EXM	-3.41497159333	50.6216331175
BYS	-3.54182570648	54.4393584451
LLR	-3.44077823477	51.5375840486
ABC	-3.70628016577	58.3881469678
ABA	-3.44308340206	51.7150562222
CIM	-3.45654101299	52.1505278793
LIN	-3.59585207528	55.9764508943
DMG	-3.43754104823	51.6178322826
RHL	-3.4891052171	53.3184207332
WCL	-3.56701669934	55.8538018934
FLM	-3.52073997986	54.6896854387
SEL	-3.51045643214	54.416583707
HMS	-3.65868752321	58.1174374484
CMH	-3.41372303946	51.7019255916
BHR	-3.4270325434	52.1693205291
POR	-3.40718827918	51.6125352218
CWS	-3.43249810393	52.5161223593
FOR	-3.62594962008	57.6097945229
DKD	-3.57839887899	56.5570550742
PYC	-3.39291777722	51.5237659776
LSN	-3.54435080337	55.9013821687
FER	-3.39588260734	51.6864932786
SSC	-3.4845107616	54.3958735263
MRY	-3.49407433834	54.7113178633
TRH	-3.38097451425	51.6101490304
TVP	-3.3596440427	50.9171758159
WHM	-3.35432201697	50.7680260369
MTA	-3.37634118276	51.6813288608
MER	-3.37725035311	51.744620027
LLO	-3.37913790633	52.2423580025
PTB	-3.3623205239	51.7250123616
PER	-3.35994364961	51.6699205102
LVG	-3.50156909978	55.8716915373
RIA	-3.34938383993	51.3870646895
UHA	-3.50211939632	55.9190409151
DRI	-3.44341293024	54.3769578637
PRT	-3.40713169433	53.3364959954
TRD	-3.34674395563	51.7124237488
PPD	-3.34137466966	51.5993684838
MEV	-3.33657554972	51.6866437356
ACY	-3.32698790486	51.6447069819
TRF	-3.32511775377	51.5914605032
RAV	-3.4088136393	54.3557056766
QYD	-3.32280039689	51.6607236382
BOC	-3.39386159909	54.2913004471
FNT	-3.28541766589	50.7866751868
SCT	-3.55204975193	58.482989699
DFE	-3.45252862094	56.0681885419
PNY	-3.32193100561	52.2739413645
KKN	-3.43251154433	55.8886894046
TRE	-3.29024808759	51.5682904225
BRY	-3.28498432836	51.396780904
NWT	-3.3113916947	52.5123122055
RHY	-3.28929830112	51.7588357184
ROS	-3.42730604576	56.045515548
PTH	-3.43969785885	56.3920926743
THS	-3.52754812377	58.5901753282
BYI	-3.27336338234	51.3924117272
DFL	-3.42146772522	56.0805729838
PLT	-3.27895582101	51.7466302534
BYD	-3.26070331101	51.4024399592
TAF	-3.2629378465	51.540802699
INK	-3.39618683722	56.0346755869
SIC	-3.33444143922	54.2259556138
NQU	-3.39458454166	56.0124991809
CAD	-3.24889532707	51.412277865
RDR	-3.24835278173	51.5163210249
LOC	-3.35353277405	55.1230516147
DAM	-3.38161956328	55.9863171618
DOL	-3.26362029357	52.2953487104
TIR	-3.24638010177	51.7209046906
YSM	-3.24129532416	51.6409326603
ASP	-3.33187356204	54.7589546574
FRW	-3.23383937878	51.4939048924
DCT	-3.23391678314	51.5005041583
COY	-3.23181784586	51.5204343249
LNB	-3.2330475421	51.6032542277
WNG	-3.22965228698	51.4881940363
LLN	-3.22861226282	51.5084367809
ABE	-3.22982844141	51.5749638459
DAG	-3.367720542	56.0420931321
ECP	-3.22879545663	51.5832111677
PGM	-3.23009974608	51.6704533621
BGD	-3.22967952105	51.6923074999
BHD	-3.22872016957	51.7103008027
WHT	-3.22325033385	51.5207487983
GFF	-3.22656802184	51.6842475535
DNS	-3.21835151597	51.4316625479
HNG	-3.22412788426	51.6474071278
GGJ	-3.45212016198	58.5136220304
CPH	-3.21848195382	51.5715754229
RHI	-3.21396508449	51.5211779796
EBK	-3.20613739158	51.4376336962
BIB	-3.19432972483	51.0545847069
HON	-3.18671781344	50.7965794244
COW	-3.34318569878	56.1120901539
NNP	-3.20169374174	51.4766145752
BCG	-3.20185319871	51.5215544994
TGS	-3.1965340967	51.5215369535
EBB	-3.2025768861	51.7766862231
MLM	-3.27108398135	54.2108217881
LLT	-3.21342072374	52.3364234217
GTN	-3.18972383399	51.4676098408
CGN	-3.18908979563	51.4459906062
EBV	-3.1961026766	51.7571418086
EGY	-3.32025135385	55.9409384519
CUH	-3.31875132634	55.9005638969
LVT	-3.18560176523	51.5445771898
DGL	-3.18059050176	51.4400519022
HLL	-3.18196826768	51.5156601079
LLS	-3.18197830059	51.5327445348
HHL	-3.18154139528	51.5164287183
CDF	-3.17930170615	51.4760236965
CYS	-3.1786832933	51.4888973477
EDP	-3.30766410681	55.9275493227
PEN	-3.17444071743	51.4358874592
LCG	-3.31293969454	56.1353281906
CDQ	-3.17018052059	51.4819598396
SGL	-3.2994761163	55.9363520559
GNR	-3.24557079544	54.2445235845
CDB	-3.1664028597	51.4671068658
AUR	-3.30055997831	56.0545904523
ANN	-3.2625804203	54.9838337465
WTA	-3.28433913459	55.9143163231
BIF	-3.22612029872	54.1189985719
FOX	-3.21606147525	54.258666369
LGO	-3.16136916401	52.3496234831
KGE	-3.26496613557	55.9188119869
NBE	-3.14288511397	51.6658137619
WKI	-3.18377133567	53.3731703467
ASK	-3.20451115483	54.1889280717
LTH	-3.13518755395	51.7002992405
CDD	-3.26164183854	56.1412539613
HYK	-3.17883075319	53.3902087125
ELG	-3.31124586619	57.6429080239
ROO	-3.19456865291	54.1151634393
CKY	-3.12616989102	51.6209001753
MNR	-3.17143758928	53.3947760558
SLA	-3.2434564927	55.9266867718
KBF	-3.18737566808	54.2327077357
TAU	-3.10274152347	51.0233007265
WLP	-3.13987119115	52.6574927131
DLT	-3.17900273936	54.154235196
BTS	-3.2331977088	56.0570791986
MEO	-3.15426914694	53.3994378545
HYM	-3.21844941136	55.9458063208
RCA	-3.09220926094	51.6058453622
FLN	-3.1329930838	53.2495224891
WGT	-3.16434262032	54.8291156115
KNU	-3.09687738743	52.3598598224
EDB	-3.18822764922	55.9523913573
MRT	-3.11350193898	53.4072050983
ROR	-3.06661245895	51.5956144915
KGH	-3.17415404607	56.0693360685
LSW	-3.0995936703	53.4080441476
KDY	-3.16702830405	56.1120566283
PYE	-3.04121208994	51.581473931
UPT	-3.08415248605	53.3864858674
BID	-3.07856054837	53.4091349253
ULV	-3.09791512913	54.1915828427
CRK	-3.06564307696	52.9330855506
HSW	-3.07370269746	53.3297154525
WLG	-3.06970697388	53.4280015554
WLV	-3.06912699136	53.4228830363
KNI	-3.04219567245	52.3450709592
FRE	-3.07182939892	53.5660515455
GLT	-3.14301528281	56.1623554942
FBY	-3.07090766329	53.5534755167
NES	-3.06307609421	53.291849521
AXM	-3.00472306994	50.7792694811
BCK	-3.05592564551	53.1630341808
PNF	-3.05483819627	53.1430874435
BKN	-3.05753311275	53.4044330348
CWM	-3.01620330823	51.6565842467
MNC	-3.13078683357	56.2010139747
PPL	-3.01423627344	51.6979622228
HTO	-3.05706791575	53.5251041927
RUA	-3.0431385466	52.9871331911
GOB	-3.03717254586	52.8935131712
HLR	-3.04962701627	53.4974841708
NBN	-3.04796464664	53.437399031
AGV	-3.00964677098	51.8166881427
LDY	-3.12227512291	56.2737800778
BPB	-3.05387592477	53.787950646
HPE	-3.0368757625	53.1173558361
SHT	-3.0384244489	53.2125393147
NWP	-3.00054344347	51.5887872986
BWT	-2.99040545035	51.1278546328
SHT	-3.03769976677	53.2135344473
SQU	-3.05030159238	53.7773307223
CGW	-3.03291273656	53.1078615311
BKP	-3.03910074903	53.397403714
BPS	-3.04893778234	53.7986991605
BPN	-3.04927462372	53.8219132291
CYB	-3.03105270038	53.098798354
BLN	-3.03985974584	53.4876818321
ANS	-3.04265197951	53.6020306593
HWD	-3.03208070351	53.1853569436
HWB	-3.03271741404	53.2180723641
BSU	-3.10098597773	55.9425092689
GWE	-3.01788804152	53.0725726676
NEW	-3.09084335948	55.9331199315
GEA	-3.0651979804	55.0010451688
WLO	-3.02553613804	53.4749515715
CNP	-3.02267075669	53.3933567433
HIG	-2.97215339507	51.2181550812
BKC	-3.02082062504	53.3883117837
SAS	-3.0290992597	53.7530301206
LAY	-3.02999043009	53.8352663135
HIL	-3.02471634818	53.6221045046
EKB	-3.08307298189	55.8818009502
WSM	-2.97166245321	51.3443180681
GNL	-3.01641472979	53.3832526298
SFI	-3.07871195028	55.9199374019
BKQ	-3.0136796349	53.3946918942
RFY	-3.01082624288	53.3726481355
WRX	-3.00244301065	53.0502301864
BDL	-3.01444958019	53.6340479869
MUB	-3.07320076722	55.9335894053
WXC	-2.99905251577	53.0461864849
NEG	-3.0693657664	55.8669959887
BEB	-3.00363464504	53.3576522497
SFL	-3.00562321581	53.4662668298
PSL	-2.99802910092	53.3492495913
SOP	-3.00243471737	53.6465175462
SPI	-2.99390654181	53.3399354166
BOT	-2.99573336736	53.4466191172
BNW	-2.99474721554	53.4533869683
LVJ	-2.99195761281	53.4047622277
BMR	-2.98946889888	53.3299045824
SDL	-2.99149022532	53.4299350852
MRF	-2.98918775514	53.4085605636
MRF	-2.98917271461	53.4085606882
BOM	-2.98689533405	53.3218447464
WNM	-2.94238605437	51.3484688214
BAH	-2.98751137403	53.4374917594
GBG	-3.04651533526	55.8402720441
AFV	-2.99303392299	53.7414606946
ERA	-2.98113240108	53.3075367586
KKD	-2.98111678576	53.4408973189
PFY	-2.99062439489	53.8484242054
ING	-3.05739768477	56.4564718703
SPF	-3.05244806045	56.2949687977
HOO	-2.97700925952	53.2971972138
LVC	-2.97916808212	53.4045981485
LVC	-2.97915304295	53.4045982719
LIV	-2.97772600112	53.4073066459
LVL	-2.97774661564	53.4082053694
BRW	-2.97607683989	53.3832387708
BUK	-2.94737781096	52.3573772638
MEC	-2.97580374361	53.6462702192
WAO	-2.96574702472	53.456213762
WCK	-3.09685866877	58.4415671064
OPK	-2.96331544177	53.4618963645
RIL	-2.96231835873	53.4577695376
LTM	-2.96403961793	53.7392796061
CAK	-2.97406358343	54.1779532157
